query,rank,score,date,week_id,chunk_index,text_len,top_k_days,top_k_chunks,chunk_size,overlap,source_day_md,text,config_id,text_preview,label,comment
Какие у меня есть интересы?,1,0.8373269,2026-04-21,2026-W17,2,441,5,5,600,100,data/processed/days_md/2026-04-21.md,"да назад, что буду общаться с ним,
но я только за. С ним интересно поговорить.
Оказалось, что у него много знакомых в сфере ИТ + сам он
проходит курс на аналитика. Тоже интересно, как у него всё
пойдёт.
По дороге домой отдыхал, а дома закинул Царьковой ответы
на вопросы, поделал немного алгосы, да и всё.
Остальное время просто отдыхал: читал манхву, слушал
музыку.
Надо бы выпит магний.
Здоровья, здоровья, здоровья и силы в момент выбора!",k5_c600,"да назад, что буду общаться с ним, но я только за. С ним интересно поговорить. Оказалось, что у него много знакомых в сфере ИТ + сам он проходит курс на аналитика. Тоже интересно, как у него всё пойдёт. По дороге домой отдыхал, а дома закинул Царьковой ответы на вопросы, поделал немного алгосы, да и всё. Остальное время просто отдыхал: читал манхву...",2,
Какие у меня есть интересы?,2,0.8352673,2026-05-02,2026-W18,1,857,5,5,600,100,data/processed/days_md/2026-05-02.md,"я
уже хочу домой и мне нужно выполнить мои задания, что я
хочу поесть домашней еды и просто посидеть один. Походу я
всё-таки интроверт.

Вечером мы немного выпили, пострадали фигнёй, погуляли и
Илья уехал. И снова мы разошлись с ним на неприятной ноте:
он уехал и не остался на ночь. Я не могу его критиковать за
это, чел просто не хочет, но всё равно неприятно, будто он
нас кидает.
С красем ночью разговорились - просто раскидал
информацию по полочкам, вроде и так всё было понятно, но
когда прямо говоришь об этом, становится яснее.
В целом, день хороший. Я понял, что мне нравится получать
малые

говоришь об этом, становится яснее.
В целом, день хороший. Я понял, что мне нравится получать
малые дозы дофамина, но каждый день, а не разовую
титаническую раз в неделю.
Я молодец? Ага, стоп ds до июня.
Здоровья, здоровья, здоровья и силы в момент выбора!",k5_c600,"я уже хочу домой и мне нужно выполнить мои задания, что я хочу поесть домашней еды и просто посидеть один. Походу я всё-таки интроверт. Вечером мы немного выпили, пострадали фигнёй, погуляли и Илья уехал. И снова мы разошлись с ним на неприятной ноте: он уехал и не остался на ночь. Я не могу его критиковать за это, чел просто не хочет, но всё равно...",2,
Какие у меня есть интересы?,3,0.83256257,2026-04-25,2026-W17,2,374,5,5,600,100,data/processed/days_md/2026-04-25.md,"После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто устаю, когда
думаю о собесе. Блять, как же это бесит.
Может, я слишком на них сконцентрировался и стоит просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебывться в эти стажировки?
Здоровья, здоровья, здоровья и силы в момент выбора!",k5_c600,"После собеса буду отдыхать. Хотя кого я обманываю? До собеса я тоже не напряжно учусь, но просто устаю, когда думаю о собесе. Блять, как же это бесит. Может, я слишком на них сконцентрировался и стоит просто идти вглубь? Делать то, что мне нравится и развиваться в этом, а не распыляться и не въебывться в эти стажировки? Здоровья, здоровья, здоровья...",1,
Какие у меня есть интересы?,4,0.82205904,2026-04-25,2026-W17,1,600,5,5,600,100,data/processed/days_md/2026-04-25.md,"ой: уж слишком часто я отвлекаюсь,
но всё же для первого раза за полгода очень даже неплохо.
Немного поговорил с папой по поводу моего будущего, но он
таки не понял меня, видно, сам особо не думал.

Поужинал роллами в Милане - было очень вкусно, они
положили много лосося + я вроде как нормально ел
палочками.
А уже дома я снова ничего особо важного не делал.
Замечаю за собой, что я до ужаса не хочу напрягаться,
думать и вообще делать что-то, если меня попросят.
Видно, голова тотально перегрелась.
После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто ус",k5_c600,"ой: уж слишком часто я отвлекаюсь, но всё же для первого раза за полгода очень даже неплохо. Немного поговорил с папой по поводу моего будущего, но он таки не понял меня, видно, сам особо не думал. Поужинал роллами в Милане - было очень вкусно, они положили много лосося + я вроде как нормально ел палочками. А уже дома я снова ничего особо важного н...",1,
Какие у меня есть интересы?,5,0.8213153,2026-04-25,2026-W17,0,600,5,5,600,100,data/processed/days_md/2026-04-25.md,"я напрасны и я занимаюсь не
тем, чем хочу
Как книга? Добротно. Это вроде предпоследний том и эти
события я помню уже хорошо.
Утром встал, поел, помылся и пошел играть в ведьмака.
Прошел обучение и вспомнил, что хотел посмотреть
предысторию. Вот и уселся сегодня весь день смотреть,
какой раньше был сюжет.
Немного постновато, но думаю, если возьму читать книгу, мне
точно понравится.
Днём поделал немного алгосы и всё.
А вечером пошел кататься с папой на машине. Мне точно не
хватает контроля над собой: уж слишком часто я отвлекаюсь,
но всё же для первого раза за полгода очень даже неплохо.
Немного",k5_c600,"я напрасны и я занимаюсь не тем, чем хочу Как книга? Добротно. Это вроде предпоследний том и эти события я помню уже хорошо. Утром встал, поел, помылся и пошел играть в ведьмака. Прошел обучение и вспомнил, что хотел посмотреть предысторию. Вот и уселся сегодня весь день смотреть, какой раньше был сюжет. Немного постновато, но думаю, если возьму чи...",2,
Какие у меня есть интересы?,1,0.8396153,2026-04-25,2026-W17,1,724,7,7,800,150,data/processed/days_md/2026-04-25.md,"таки не понял меня, видно, сам особо не думал.

Поужинал роллами в Милане - было очень вкусно, они
положили много лосося + я вроде как нормально ел
палочками.
А уже дома я снова ничего особо важного не делал.
Замечаю за собой, что я до ужаса не хочу напрягаться,
думать и вообще делать что-то, если меня попросят.
Видно, голова тотально перегрелась.
После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто устаю, когда
думаю о собесе. Блять, как же это бесит.
Может, я слишком на них сконцентрировался и стоит просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебывться в эти стажировки?
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c800,"таки не понял меня, видно, сам особо не думал. Поужинал роллами в Милане - было очень вкусно, они положили много лосося + я вроде как нормально ел палочками. А уже дома я снова ничего особо важного не делал. Замечаю за собой, что я до ужаса не хочу напрягаться, думать и вообще делать что-то, если меня попросят. Видно, голова тотально перегрелась. П...",1,
Какие у меня есть интересы?,2,0.8365389,2026-04-25,2026-W17,0,800,7,7,800,150,data/processed/days_md/2026-04-25.md,"я напрасны и я занимаюсь не
тем, чем хочу
Как книга? Добротно. Это вроде предпоследний том и эти
события я помню уже хорошо.
Утром встал, поел, помылся и пошел играть в ведьмака.
Прошел обучение и вспомнил, что хотел посмотреть
предысторию. Вот и уселся сегодня весь день смотреть,
какой раньше был сюжет.
Немного постновато, но думаю, если возьму читать книгу, мне
точно понравится.
Днём поделал немного алгосы и всё.
А вечером пошел кататься с папой на машине. Мне точно не
хватает контроля над собой: уж слишком часто я отвлекаюсь,
но всё же для первого раза за полгода очень даже неплохо.
Немного поговорил с папой по поводу моего будущего, но он
таки не понял меня, видно, сам особо не думал.

Поужинал роллами в Милане - было очень вкусно, они
положили много лосося + я вроде как нормально ел
п",k7_c800,"я напрасны и я занимаюсь не тем, чем хочу Как книга? Добротно. Это вроде предпоследний том и эти события я помню уже хорошо. Утром встал, поел, помылся и пошел играть в ведьмака. Прошел обучение и вспомнил, что хотел посмотреть предысторию. Вот и уселся сегодня весь день смотреть, какой раньше был сюжет. Немного постновато, но думаю, если возьму чи...",2,
Какие у меня есть интересы?,3,0.8345793,2026-06-13,2026-W24,1,958,7,7,800,150,data/processed/days_md/2026-06-13.md,"сдал

дома зачёт.
Недавно у меня появилось интересное занятие: сидеть на
балконе, пить чай и слушать ost-ы. Я чувствую, что
расслабляюсь, тяжёлые мысли уходят из головы и я как
будто начинаю думать о прекрасном: о музыке или природе.
На самом деле, сегодня прям вообще нечего было делать. И
всему причина, что я перестал читать или смотреть новые
истории, перестал потреблять интересный, но очень
затратный по времени контент. Пока что во времени зияет
огромная дыра. И латаю я её через свой проект по ml.
Правда, мне не нравится, что самого ml там почти нет. Я
много говорил с иишкой на этот счёт.
Ощущение, будто я занимаюсь чем-то бесполезным. Но я всё
равно это делаю.
Посмотрел 2 серии аниме, которое я недавно забросил - не
начал же новую историю.
Здоровья, здоровья, здоровья и силы в момент в

я всё
равно это делаю.
Посмотрел 2 серии аниме, которое я недавно забросил - не
начал же новую историю.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c800,"сдал дома зачёт. Недавно у меня появилось интересное занятие: сидеть на балконе, пить чай и слушать ost-ы. Я чувствую, что расслабляюсь, тяжёлые мысли уходят из головы и я как будто начинаю думать о прекрасном: о музыке или природе. На самом деле, сегодня прям вообще нечего было делать. И всему причина, что я перестал читать или смотреть новые исто...",2,
Какие у меня есть интересы?,4,0.8272151,2026-04-16,2026-W16,0,800,7,7,800,150,data/processed/days_md/2026-04-16.md,"же интересно, но я стал меньше читать.
Начал себя ловить на мысли, что я сравниваю свою жизнь с
классами из ранобе, с различными ситуациями и личностями.
Утром встал, поел и поехал на пары. В дороге прочитал
презентацию и немного посмотрел вопросы Царьковой.
На самой паре рассказал презу, да и, в принципе, было
довольно интересно. Препод хороший, материал подаёт
увлекательно через различные кейсы.
Но на второй паре я поймал себя на мысли, что занимаюсь
хернёй, что мне нужно готовиться к собеседованию,
лабораторной Царьковой и ещё лекции вклеить и ещё, и ещё.
Но на самой паре ничего из этого сделать не получилось,
хотя я старался.
На обратном пути решил отдохнуть. Непонятно, от чего, но я
просто подумал, что раз не могу эффективно заниматься в

дороге, то лучше отдохнуть.
А дома готовился к",k7_c800,"же интересно, но я стал меньше читать. Начал себя ловить на мысли, что я сравниваю свою жизнь с классами из ранобе, с различными ситуациями и личностями. Утром встал, поел и поехал на пары. В дороге прочитал презентацию и немного посмотрел вопросы Царьковой. На самой паре рассказал презу, да и, в принципе, было довольно интересно. Препод хороший, м...",2,
Какие у меня есть интересы?,5,0.82315266,2026-04-21,2026-W17,1,791,7,7,800,150,data/processed/days_md/2026-04-21.md,"ось достаточно смешным.

На парах плотно делал лабы Царьковой. Повезло, что
азалния особо не поменялись.
Сходил на физру и пошел домой.
На занятиях немного поговорил с Серафимом. От него
чувствовалось желание поддержать диалог и это меня
радовало: я задавал +- интересные мне вопросы и
получилось построить нормальную беседу.
Уж не думал я полтора года назад, что буду общаться с ним,
но я только за. С ним интересно поговорить.
Оказалось, что у него много знакомых в сфере ИТ + сам он
проходит курс на аналитика. Тоже интересно, как у него всё
пойдёт.
По дороге домой отдыхал, а дома закинул Царьковой ответы
на вопросы, поделал немного алгосы, да и всё.
Остальное время просто отдыхал: читал манхву, слушал
музыку.
Надо бы выпит магний.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c800,"ось достаточно смешным. На парах плотно делал лабы Царьковой. Повезло, что азалния особо не поменялись. Сходил на физру и пошел домой. На занятиях немного поговорил с Серафимом. От него чувствовалось желание поддержать диалог и это меня радовало: я задавал +- интересные мне вопросы и получилось построить нормальную беседу. Уж не думал я полтора год...",2,
Какие у меня есть интересы?,6,0.8225861,2026-05-02,2026-W18,0,800,7,7,800,150,data/processed/days_md/2026-05-02.md,"? Особо не помню, может, вообще не читал.
Утром встал, поел, поделал рутину и пошел играть в
ведьмака.
Заебало всё, хватит мне мозги ебать.
Поехали потом с красем на машине. Я не буду распыляться,
круто провел время со своими старыми друзьями: мы
дурачились, катались на машине слушали прикольные треки,
фоткались и ещё много всего.
Мне реально понравилось проводить с ними время, в
моменте я понимал, что сейчас я в потоке, в потоке общения.
Но часов так после 6 я заметил, что мне это надоело, что я
уже хочу домой и мне нужно выполнить мои задания, что я
хочу поесть домашней еды и просто посидеть один. Походу я
всё-таки интроверт.

Вечером мы немного выпили, пострадали фигнёй, погуляли и
Илья уехал. И снова мы разошлись с ним на неприятной ноте:
он уехал и не остался на ночь. Я не могу его кр",k7_c800,"? Особо не помню, может, вообще не читал. Утром встал, поел, поделал рутину и пошел играть в ведьмака. Заебало всё, хватит мне мозги ебать. Поехали потом с красем на машине. Я не буду распыляться, круто провел время со своими старыми друзьями: мы дурачились, катались на машине слушали прикольные треки, фоткались и ещё много всего. Мне реально понра...",2,
Какие у меня есть интересы?,7,0.8177181,2026-05-26,2026-W22,0,800,7,7,800,150,data/processed/days_md/2026-05-26.md,"10/10. Теперь ещё добавилась комедийная часть и
стали лучше раскрывать Алису. Мне кстати этот перс очень
понравился.
Утром встал, поел, посидел поделал лабы по мбп. В это же
время приходил мастер чинить холодильник - вроде норм
работает, холод есть. За всё про всё 20к, надеюсь, это стоило
того и холодильник протянет ещё года 3 минимум.
И так я попеременно лежал, думал о своем, какие-то
интересные истории придумывал, вспоминал истории из
манхв и новелл, а потом делал лабы.
Таким образом, я будто потребляю контент к которому
привык, но уже в своих мыслях. Думаю, это естественный
переходный процесс. Надеюсь, скоро я окончательно
перестану погружаться в чужие истории, чтобы сбежать от
реальности.

Сделал всю рутину и в 12 начал потреблять контент:
послушал музыку, почитал новеллу, съел удон.
Р",k7_c800,"10/10. Теперь ещё добавилась комедийная часть и стали лучше раскрывать Алису. Мне кстати этот перс очень понравился. Утром встал, поел, посидел поделал лабы по мбп. В это же время приходил мастер чинить холодильник - вроде норм работает, холод есть. За всё про всё 20к, надеюсь, это стоило того и холодильник протянет ещё года 3 минимум. И так я попе...",2,
Какие у меня есть интересы?,1,0.8293707,2026-06-13,2026-W24,2,757,7,7,500,100,data/processed/days_md/2026-06-13.md,"и уходят из головы и я как
будто начинаю думать о прекрасном: о музыке или природе.
На самом деле, сегодня прям вообще нечего было делать. И
всему причина, что я перестал читать или смотреть новые
истории, перестал потреблять интересный, но очень
затратный по времени контент. Пока что во времени зияет
огромная дыра. И латаю я её через свой проект по ml.
Правда, мне не нравится, что самого ml там почти нет. Я
много говорил с иишкой на этот счёт.
Ощущение, будто я занимаюсь чем-то бесполезным. Но

очти нет. Я
много говорил с иишкой на этот счёт.
Ощущение, будто я занимаюсь чем-то бесполезным. Но я всё
равно это делаю.
Посмотрел 2 серии аниме, которое я недавно забросил - не
начал же новую историю.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"и уходят из головы и я как будто начинаю думать о прекрасном: о музыке или природе. На самом деле, сегодня прям вообще нечего было делать. И всему причина, что я перестал читать или смотреть новые истории, перестал потреблять интересный, но очень затратный по времени контент. Пока что во времени зияет огромная дыра. И латаю я её через свой проект п...",2,
Какие у меня есть интересы?,2,0.82780784,2026-04-25,2026-W17,2,677,7,7,500,100,data/processed/days_md/2026-04-25.md,"алочками.
А уже дома я снова ничего особо важного не делал.
Замечаю за собой, что я до ужаса не хочу напрягаться,
думать и вообще делать что-то, если меня попросят.
Видно, голова тотально перегрелась.
После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто устаю, когда
думаю о собесе. Блять, как же это бесит.
Может, я слишком на них сконцентрировался и стоит просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебыв

т просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебывться в эти стажировки?
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"алочками. А уже дома я снова ничего особо важного не делал. Замечаю за собой, что я до ужаса не хочу напрягаться, думать и вообще делать что-то, если меня попросят. Видно, голова тотально перегрелась. После собеса буду отдыхать. Хотя кого я обманываю? До собеса я тоже не напряжно учусь, но просто устаю, когда думаю о собесе. Блять, как же это бесит...",1,
Какие у меня есть интересы?,3,0.8251653,2026-04-21,2026-W17,2,743,7,7,500,100,data/processed/days_md/2026-04-21.md,"много поговорил с Серафимом. От него
чувствовалось желание поддержать диалог и это меня
радовало: я задавал +- интересные мне вопросы и
получилось построить нормальную беседу.
Уж не думал я полтора года назад, что буду общаться с ним,
но я только за. С ним интересно поговорить.
Оказалось, что у него много знакомых в сфере ИТ + сам он
проходит курс на аналитика. Тоже интересно, как у него всё
пойдёт.
По дороге домой отдыхал, а дома закинул Царьковой ответы
на вопросы, поделал немного алгосы, да и

т.
По дороге домой отдыхал, а дома закинул Царьковой ответы
на вопросы, поделал немного алгосы, да и всё.
Остальное время просто отдыхал: читал манхву, слушал
музыку.
Надо бы выпит магний.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"много поговорил с Серафимом. От него чувствовалось желание поддержать диалог и это меня радовало: я задавал +- интересные мне вопросы и получилось построить нормальную беседу. Уж не думал я полтора года назад, что буду общаться с ним, но я только за. С ним интересно поговорить. Оказалось, что у него много знакомых в сфере ИТ + сам он проходит курс...",2,
Какие у меня есть интересы?,4,0.8247622,2026-04-16,2026-W16,0,500,7,7,500,100,data/processed/days_md/2026-04-16.md,"же интересно, но я стал меньше читать.
Начал себя ловить на мысли, что я сравниваю свою жизнь с
классами из ранобе, с различными ситуациями и личностями.
Утром встал, поел и поехал на пары. В дороге прочитал
презентацию и немного посмотрел вопросы Царьковой.
На самой паре рассказал презу, да и, в принципе, было
довольно интересно. Препод хороший, материал подаёт
увлекательно через различные кейсы.
Но на второй паре я поймал себя на мысли, что занимаюсь
хернёй, что мне нужно готовиться к собеседо",k7_c500,"же интересно, но я стал меньше читать. Начал себя ловить на мысли, что я сравниваю свою жизнь с классами из ранобе, с различными ситуациями и личностями. Утром встал, поел и поехал на пары. В дороге прочитал презентацию и немного посмотрел вопросы Царьковой. На самой паре рассказал презу, да и, в принципе, было довольно интересно. Препод хороший, м...",2,
Какие у меня есть интересы?,5,0.8212851,2026-04-17,2026-W16,2,408,7,7,500,100,data/processed/days_md/2026-04-17.md,"го не сделал.
Надеюсь, мне поставят хотя бы 60 баллов - я был бы очень
рад.
И после Царьковой сразу поехал домой.
Дома просто чиллил и занимался проектом от контура.
И снова: мне как бы интересно, но сроки поджимают и
поэтому я использую иишку, а из-за этого я не всё понимаю,
из-за чего падает качество всего проекта, да и я ничего не
могу сделать.
Лень?
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"го не сделал. Надеюсь, мне поставят хотя бы 60 баллов - я был бы очень рад. И после Царьковой сразу поехал домой. Дома просто чиллил и занимался проектом от контура. И снова: мне как бы интересно, но сроки поджимают и поэтому я использую иишку, а из-за этого я не всё понимаю, из-за чего падает качество всего проекта, да и я ничего не могу сделать....",2,
Какие у меня есть интересы?,6,0.8206786,2026-05-26,2026-W22,3,371,7,7,500,100,data/processed/days_md/2026-05-26.md,"оей жизни за рамками
карьеры. И вот главный тезис: ""Я доверяю себе, потому что я
регулярно веду себя как человек, которого уважаю.""
Я иду по правильному курсу, но всё время боюсь наступить
не туда, отсюда и нервозность.
И вечером сел в Европку.
Немного помог маме с телефоном, немного повесился с
Петей.

Хороший день.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"оей жизни за рамками карьеры. И вот главный тезис: ""Я доверяю себе, потому что я регулярно веду себя как человек, которого уважаю."" Я иду по правильному курсу, но всё время боюсь наступить не туда, отсюда и нервозность. И вечером сел в Европку. Немного помог маме с телефоном, немного повесился с Петей. Хороший день. Здоровья, здоровья, здоровья и с...",1,
Какие у меня есть интересы?,7,0.8180198,2026-04-25,2026-W17,0,500,7,7,500,100,data/processed/days_md/2026-04-25.md,"я напрасны и я занимаюсь не
тем, чем хочу
Как книга? Добротно. Это вроде предпоследний том и эти
события я помню уже хорошо.
Утром встал, поел, помылся и пошел играть в ведьмака.
Прошел обучение и вспомнил, что хотел посмотреть
предысторию. Вот и уселся сегодня весь день смотреть,
какой раньше был сюжет.
Немного постновато, но думаю, если возьму читать книгу, мне
точно понравится.
Днём поделал немного алгосы и всё.
А вечером пошел кататься с папой на машине. Мне точно не
хватает контроля над соб",k7_c500,"я напрасны и я занимаюсь не тем, чем хочу Как книга? Добротно. Это вроде предпоследний том и эти события я помню уже хорошо. Утром встал, поел, помылся и пошел играть в ведьмака. Прошел обучение и вспомнил, что хотел посмотреть предысторию. Вот и уселся сегодня весь день смотреть, какой раньше был сюжет. Немного постновато, но думаю, если возьму чи...",2,
Какие у меня есть интересы?,1,0.8373268,2026-04-21,2026-W17,2,441,12,12,600,100,data/processed/days_md/2026-04-21.md,"да назад, что буду общаться с ним,
но я только за. С ним интересно поговорить.
Оказалось, что у него много знакомых в сфере ИТ + сам он
проходит курс на аналитика. Тоже интересно, как у него всё
пойдёт.
По дороге домой отдыхал, а дома закинул Царьковой ответы
на вопросы, поделал немного алгосы, да и всё.
Остальное время просто отдыхал: читал манхву, слушал
музыку.
Надо бы выпит магний.
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"да назад, что буду общаться с ним, но я только за. С ним интересно поговорить. Оказалось, что у него много знакомых в сфере ИТ + сам он проходит курс на аналитика. Тоже интересно, как у него всё пойдёт. По дороге домой отдыхал, а дома закинул Царьковой ответы на вопросы, поделал немного алгосы, да и всё. Остальное время просто отдыхал: читал манхву...",2,
Какие у меня есть интересы?,2,0.8352673,2026-05-02,2026-W18,1,857,12,12,600,100,data/processed/days_md/2026-05-02.md,"я
уже хочу домой и мне нужно выполнить мои задания, что я
хочу поесть домашней еды и просто посидеть один. Походу я
всё-таки интроверт.

Вечером мы немного выпили, пострадали фигнёй, погуляли и
Илья уехал. И снова мы разошлись с ним на неприятной ноте:
он уехал и не остался на ночь. Я не могу его критиковать за
это, чел просто не хочет, но всё равно неприятно, будто он
нас кидает.
С красем ночью разговорились - просто раскидал
информацию по полочкам, вроде и так всё было понятно, но
когда прямо говоришь об этом, становится яснее.
В целом, день хороший. Я понял, что мне нравится получать
малые

говоришь об этом, становится яснее.
В целом, день хороший. Я понял, что мне нравится получать
малые дозы дофамина, но каждый день, а не разовую
титаническую раз в неделю.
Я молодец? Ага, стоп ds до июня.
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"я уже хочу домой и мне нужно выполнить мои задания, что я хочу поесть домашней еды и просто посидеть один. Походу я всё-таки интроверт. Вечером мы немного выпили, пострадали фигнёй, погуляли и Илья уехал. И снова мы разошлись с ним на неприятной ноте: он уехал и не остался на ночь. Я не могу его критиковать за это, чел просто не хочет, но всё равно...",2,
Какие у меня есть интересы?,3,0.8325627,2026-04-25,2026-W17,2,374,12,12,600,100,data/processed/days_md/2026-04-25.md,"После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто устаю, когда
думаю о собесе. Блять, как же это бесит.
Может, я слишком на них сконцентрировался и стоит просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебывться в эти стажировки?
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"После собеса буду отдыхать. Хотя кого я обманываю? До собеса я тоже не напряжно учусь, но просто устаю, когда думаю о собесе. Блять, как же это бесит. Может, я слишком на них сконцентрировался и стоит просто идти вглубь? Делать то, что мне нравится и развиваться в этом, а не распыляться и не въебывться в эти стажировки? Здоровья, здоровья, здоровья...",1,
Какие у меня есть интересы?,4,0.8220589,2026-04-25,2026-W17,1,600,12,12,600,100,data/processed/days_md/2026-04-25.md,"ой: уж слишком часто я отвлекаюсь,
но всё же для первого раза за полгода очень даже неплохо.
Немного поговорил с папой по поводу моего будущего, но он
таки не понял меня, видно, сам особо не думал.

Поужинал роллами в Милане - было очень вкусно, они
положили много лосося + я вроде как нормально ел
палочками.
А уже дома я снова ничего особо важного не делал.
Замечаю за собой, что я до ужаса не хочу напрягаться,
думать и вообще делать что-то, если меня попросят.
Видно, голова тотально перегрелась.
После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто ус",k12_c600,"ой: уж слишком часто я отвлекаюсь, но всё же для первого раза за полгода очень даже неплохо. Немного поговорил с папой по поводу моего будущего, но он таки не понял меня, видно, сам особо не думал. Поужинал роллами в Милане - было очень вкусно, они положили много лосося + я вроде как нормально ел палочками. А уже дома я снова ничего особо важного н...",1,
Какие у меня есть интересы?,5,0.82131517,2026-04-25,2026-W17,0,600,12,12,600,100,data/processed/days_md/2026-04-25.md,"я напрасны и я занимаюсь не
тем, чем хочу
Как книга? Добротно. Это вроде предпоследний том и эти
события я помню уже хорошо.
Утром встал, поел, помылся и пошел играть в ведьмака.
Прошел обучение и вспомнил, что хотел посмотреть
предысторию. Вот и уселся сегодня весь день смотреть,
какой раньше был сюжет.
Немного постновато, но думаю, если возьму читать книгу, мне
точно понравится.
Днём поделал немного алгосы и всё.
А вечером пошел кататься с папой на машине. Мне точно не
хватает контроля над собой: уж слишком часто я отвлекаюсь,
но всё же для первого раза за полгода очень даже неплохо.
Немного",k12_c600,"я напрасны и я занимаюсь не тем, чем хочу Как книга? Добротно. Это вроде предпоследний том и эти события я помню уже хорошо. Утром встал, поел, помылся и пошел играть в ведьмака. Прошел обучение и вспомнил, что хотел посмотреть предысторию. Вот и уселся сегодня весь день смотреть, какой раньше был сюжет. Немного постновато, но думаю, если возьму чи...",2,
